video_id,trending_date,title,channel_title,category_id,category_name,publish_time,tags,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,description,country
LpQHOdATgXa,2024-09-08,Building Money From Scratch,Saturday Night Live,23,Comedy,2024-09-01T06:52:00.000Z,surviving on $1|learning a new language|viral|comedy,9401784,842560,40376,249605,False,False,Watch this video about tiktok. Subscribe for more!,GB
4aKg_s-IF82,2022-12-27,World's Fastest Space,Gordon Ramsay,26,Howto & Style,2022-11-27T01:53:00.000Z,trending|style|surviving on $1|youtube|eating only pizza|amazon|the government|history,1761395,200201,42434,65896,False,False,Watch this video about the ocean. Subscribe for more!,BR
qxpQDkR74XS,2022-01-14,I Challenged this Experiment,Kurzgesagt,27,Education,2022-01-05T12:15:00.000Z,trending|youtube|money|viral|building a house|the ocean|education|history,1324195,70132,19835,33172,False,False,Watch this video about ai. Subscribe for more!,JP
uHhnLfGZDGD,2024-01-11,I Spent 1000 Days Learning a New Language,Saturday Night Live,23,Comedy,2024-01-08T18:07:00.000Z,youtube|trending|famous youtubers|minecraft,664143,46854,9792,6804,False,False,Watch this video about ai. Subscribe for more!,BR
6yRQIPwlIHU,2022-10-05,Why Amazon Changed Everything,MrBeast,10,Music,2022-09-10T20:46:00.000Z,viral|youtube|food|history|music,12319682,1469561,125408,436568,False,False,Watch this video about youtube. Subscribe for more!,CA
n3dGs0UuMRu,2022-03-10,We Tried Science So You Don't Have To,BTS,24,Entertainment,2022-02-23T19:43:00.000Z,building a house|the algorithm|famous youtubers|trending|entertainment,7214012,678507,76860,95238,False,False,Watch this video about food. Subscribe for more!,JP
jDdAAHyqvfC,2024-04-16,3 Things You Didn't Know About TikTok,Kurzgesagt,27,Education,2024-04-11T09:24:00.000Z,trending|living underground|viral|youtube|education,463850,20454,2972,16241,False,False,Watch this video about space. Subscribe for more!,BR
x4DZUWunuc3,2023-02-23,Rating this Challenge With an Expert,ESPN,17,Sports,2023-02-10T07:35:00.000Z,building a house|100 fans|science|youtube|sports|minecraft|trending,2610252,173908,43250,41228,False,False,Watch this video about music. Subscribe for more!,GB
daiOejnDdO7,2024-09-27,The REAL Reason Behind YouTube,Zee Music,10,Music,2024-09-21T17:41:00.000Z,this challenge|building a house|coding an app|climate change|youtube|the algorithm,41560646,4318435,115701,1397678,False,False,Watch this video about 100 fans. Subscribe for more!,CA
R2P2WfyJdak,2023-12-27,World's Rarest Famous YouTubers,A24,1,Film & Animation,2023-12-18T12:05:00.000Z,animation|money|viral|tiktok,3118716,238582,77236,40247,False,False,Watch this video about the internet. Subscribe for more!,US
vWi-UG_dB1v,2024-03-26,Reacting To YouTube,BTS,10,Music,2024-02-25T02:19:00.000Z,trending|100 fans|the algorithm|science|youtube,3732304,386163,38591,135775,False,False,Watch this video about ai. Subscribe for more!,AU
gfBJGgfJMY3,2022-11-12,I Spent 24 Days Coding an App,Like Nastya,22,People & Blogs,2022-10-19T12:20:00.000Z,youtube|blogs|the algorithm|famous youtubers|living underground,2306117,263580,26920,72981,False,False,Watch this video about science. Subscribe for more!,AU
8vNZvv03_iu,2024-01-10,Rating the Internet With 100 Kids,Jimmy Fallon,24,Entertainment,2024-01-01T07:46:00.000Z,youtube|eating only pizza|money|entertainment|trending|building a house|amazon|viral,8478284,335357,30244,132795,False,False,Watch this video about the algorithm. Subscribe for more!,US
OpQTYe-EzG6,2023-03-06,Rating Music With Strangers,CollegeHumor,23,Comedy,2023-02-19T09:53:00.000Z,ai|space|surviving on $1|viral|eating only pizza|comedy,21760981,2166646,235440,489091,False,False,Watch this video about youtube. Subscribe for more!,IN
GwbgA9h8jtD,2024-11-28,Why Money Changed Everything,CNN,26,Howto & Style,2024-11-10T18:44:00.000Z,youtube|space|amazon|style|ai|the internet|tiktok|viral|howto|eating only pizza,3155582,186537,61648,80784,False,False,Watch this video about 100 fans. Subscribe for more!,FR
nWZeg3luDq3,2024-06-04,Building this Experiment From Scratch,Marvel,25,News & Politics,2024-05-22T00:47:00.000Z,viral|breaking a world record|news|politics|history|trending|music|youtube,2552373,202199,26371,75718,False,False,Watch this video about the government. Subscribe for more!,DE
-JFiuCdwai0,2024-05-06,Building Money From Scratch,Like Nastya,22,People & Blogs,2024-04-16T04:36:00.000Z,100 fans|viral|youtube|money|people|ai,2348089,196183,41425,64769,False,False,Watch this video about money. Subscribe for more!,JP
VPp3cq3f3hZ,2023-07-03,Why the Government Changed Everything,GoodMythicalMorning,2,Autos & Vehicles,2023-06-08T17:52:00.000Z,coding an app|trending|swimming with sharks|tiktok|autos|youtube|viral|minecraft,12537136,804090,78294,249243,False,False,Watch this video about climate change. Subscribe for more!,IN
1WRFKrACO4f,2024-04-22,Building History From Scratch,Zee Music,10,Music,2024-03-23T01:17:00.000Z,music|surviving on $1|trending|building a house|youtube|learning a new language|swimming with sharks|viral|ai,16455050,1754237,115057,491986,False,False,Watch this video about famous youtubers. Subscribe for more!,GB
a9mSiPk7rPq,2023-12-05,7 Things You Didn't Know About Food,Sony Music,10,Music,2023-11-06T21:48:00.000Z,music|100 fans|ai|youtube|viral,19700300,638756,425204,402772,False,True,Watch this video about the internet. Subscribe for more!,IN
3PReKNkwnV6,2024-09-05,AI Is Not What You Think,Smosh,23,Comedy,2024-09-02T07:24:00.000Z,famous youtubers|viral|youtube|trending|comedy|food,1192942,59558,12150,39925,False,False,Watch this video about this experiment. Subscribe for more!,AU
9FhFMH_-7i3,2023-09-10,the Algorithm Is Not What You Think,T-Series,10,Music,2023-09-03T16:38:00.000Z,music|ai|coding an app|swimming with sharks|trending|viral,8535446,422967,19713,310920,False,False,Watch this video about science. Subscribe for more!,FR
tB9pp7hNdQQ,2022-11-09,The Truth About the Ocean,Tasty,23,Comedy,2022-10-31T02:19:00.000Z,climate change|viral|music|swimming with sharks|money|trending|youtube|comedy,1705902,164316,28311,46930,False,False,Watch this video about climate change. Subscribe for more!,IN
gKUoGc3pEyj,2022-06-07,The REAL Reason Behind 100 Fans,CNN,25,News & Politics,2022-05-22T14:32:00.000Z,music|this challenge|the internet|youtube,1238125,94950,12163,17245,False,False,Watch this video about food. Subscribe for more!,IN
px_-XUIYj7b,2023-09-29,Building the Internet From Scratch,CollegeHumor,23,Comedy,2023-09-18T02:35:00.000Z,space|amazon|100 fans|viral|food|comedy|minecraft,3111739,152971,61700,96106,False,False,Watch this video about music. Subscribe for more!,BR
s27z1uCo8iX,2024-11-01,Living Underground for 7 Hours Straight,SETIndia,24,Entertainment,2024-10-27T20:52:00.000Z,learning a new language|music|science|viral|entertainment,3206973,84113,54193,30706,False,False,Watch this video about amazon. Subscribe for more!,MX
-bzCVpDZia1,2023-11-03,Why Food Changed Everything,MrBeast,28,Science & Technology,2023-10-29T02:45:00.000Z,coding an app|eating only pizza|ai|surviving on $1|technology,920667,65685,15883,12986,False,False,Watch this video about tiktok. Subscribe for more!,GB
4cNpsAJdrim,2024-03-19,The REAL Reason Behind Food,Sony Music,10,Music,2024-03-03T00:24:00.000Z,money|trending|music|viral|youtube|famous youtubers|swimming with sharks|the algorithm,11697903,485130,64240,173069,False,False,Watch this video about tiktok. Subscribe for more!,BR
-o2Zw12lLZS,2023-04-22,The REAL Reason Behind Famous YouTubers,Vice,25,News & Politics,2023-04-16T03:15:00.000Z,amazon|youtube|politics|the government|swimming with sharks|the algorithm|trending,2886483,293348,66430,20080,False,False,Watch this video about this experiment. Subscribe for more!,CA
tik8Y9Pl9S7,2022-12-30,Reacting To Famous YouTubers,Zee Music,10,Music,2022-11-30T10:03:00.000Z,amazon|music|breaking a world record|the ocean|eating only pizza|youtube|building a house|the government|trending,28240573,3224856,296364,241065,False,False,Watch this video about ai. Subscribe for more!,CA
peqgayU_4Fy,2022-12-10,Building Money From Scratch,3Blue1Brown,27,Education,2022-11-19T02:52:00.000Z,education|ai|trending|living underground|surviving on $1|the government|viral|youtube|learning a new language|history,4050277,440124,47465,57847,False,False,Watch this video about ai. Subscribe for more!,DE
SUUqspdK1jx,2024-09-15,How this Experiment Actually Works,Warner Music,10,Music,2024-08-23T00:27:00.000Z,the government|youtube|music|trending|viral|minecraft,17684660,532764,104926,206016,False,False,Watch this video about this challenge. Subscribe for more!,IN
SgQZAWodyH9,2023-01-14,I Challenged Money,DC,1,Film & Animation,2023-01-02T12:23:00.000Z,learning a new language|breaking a world record|viral|youtube|tiktok|eating only pizza|climate change|film|animation|famous youtubers,3910768,405577,56870,40240,False,False,Watch this video about science. Subscribe for more!,CA
H6aSLYhjKL9,2023-06-13,Living Underground for 3 Hours Straight,Marvel,24,Entertainment,2023-06-02T23:58:00.000Z,trending|this challenge|surviving on $1|food|entertainment|science|viral|youtube,8908040,673772,126933,311619,True,False,Watch this video about the internet. Subscribe for more!,CA
R_otVXuUMfC,2023-07-05,The REAL Reason Behind Climate Change,Dude Perfect,17,Sports,2023-06-06T11:01:00.000Z,viral|climate change|trending|the government,1039096,53092,22058,36408,False,False,Watch this video about famous youtubers. Subscribe for more!,US
7RpFC9EJw1q,2023-02-16,3 vs 1: YouTube Edition,Markiplier,28,Science & Technology,2023-01-20T01:15:00.000Z,science|minecraft|trending|viral|technology|breaking a world record|famous youtubers|youtube|learning a new language,1334699,75857,16204,25216,False,False,Watch this video about the government. Subscribe for more!,MX
NLa-91JMsRE,2023-09-18,24 Things You Didn't Know About this Challenge,PewDiePie,24,Entertainment,2023-08-26T22:41:00.000Z,tiktok|this experiment|entertainment|surviving on $1|viral|climate change|youtube,15246111,637606,125803,354050,False,False,Watch this video about tiktok. Subscribe for more!,MX
tkQJsEVUJ68,2023-12-04,The REAL Reason Behind 100 Fans,Sony Music,10,Music,2023-11-10T22:14:00.000Z,amazon|trending|this challenge|breaking a world record|youtube|coding an app|viral,19359314,1308176,456415,339705,False,False,Watch this video about climate change. Subscribe for more!,AU
TXFOlOarWkW,2022-11-05,World's Cheapest this Experiment,Gordon Ramsay,28,Science & Technology,2022-10-31T06:21:00.000Z,technology|trending|food|viral|science|youtube|tiktok|money,1253576,138723,15019,20149,False,False,Watch this video about music. Subscribe for more!,AU
i-FWk6Zbo-n,2023-09-19,I Spent 7 Days Living Underground,Zee Music,23,Comedy,2023-09-13T02:52:00.000Z,viral|comedy|this challenge|trending|food|youtube|surviving on $1,2989625,216484,34105,86810,True,False,Watch this video about history. Subscribe for more!,FR
rMi1gUhhgmm,2024-08-29,We Tried Science So You Don't Have To,WWE,17,Sports,2024-08-06T04:13:00.000Z,trending|viral|youtube|sports|minecraft|the algorithm|money,9895463,495877,167034,278922,False,False,Watch this video about the ocean. Subscribe for more!,IN
sZuVgWc2Qkw,2022-07-27,World's Rarest Music,GoodMythicalMorning,26,Howto & Style,2022-06-28T08:41:00.000Z,trending|space|howto|food|this challenge|history|viral|style|youtube,1300955,39003,6755,8300,False,False,Watch this video about money. Subscribe for more!,MX
hAcquTRXKK_,2024-01-05,I Challenged Science,Saturday Night Live,20,Gaming,2023-12-16T00:55:00.000Z,youtube|trending|gaming|music|surviving on $1|viral|money,42591962,4997930,176148,1585014,False,False,Watch this video about money. Subscribe for more!,GB
DZC2ChFPgAJ,2023-10-19,I Spent 3 Days Learning a New Language,Cocomelon,1,Film & Animation,2023-10-11T10:17:00.000Z,swimming with sharks|music|coding an app|film|youtube|tiktok|history|viral,1668087,140672,17812,22060,False,False,Watch this video about the internet. Subscribe for more!,DE
UgNm7zDYTgA,2023-08-21,The REAL Reason Behind History,Marvel,1,Film & Animation,2023-08-03T16:23:00.000Z,money|tiktok|building a house|youtube|trending|film|animation,6471523,235663,28285,194727,False,False,Watch this video about food. Subscribe for more!,MX
iASVtS3T7Om,2024-10-29,the Ocean Is Not What You Think,Warner Music,10,Music,2024-09-30T12:26:00.000Z,youtube|climate change|viral|music|eating only pizza|trending,14866111,1729811,361124,309952,False,False,Watch this video about science. Subscribe for more!,JP
Y_RjdYnIwCN,2024-05-15,I Challenged 100 Fans,Vox,27,Education,2024-04-19T00:33:00.000Z,education|building a house|the internet|living underground|eating only pizza|viral|amazon|food,504113,12757,1188,7231,False,False,Watch this video about this experiment. Subscribe for more!,CA
LqvTjjud7NQ,2022-06-02,World's Most Expensive the Internet,BLACKPINK,10,Music,2022-05-27T05:47:00.000Z,climate change|ai|viral|youtube|music|trending|the government,8311026,522354,119332,79389,False,False,Watch this video about this experiment. Subscribe for more!,JP
Ru68yIs60xZ,2022-01-19,World's Most Dangerous Amazon,Jimmy Fallon,24,Entertainment,2022-01-15T21:22:00.000Z,space|entertainment|learning a new language|climate change|ai|the government|youtube|viral,1884118,153310,29970,72654,False,False,Watch this video about science. Subscribe for more!,IN
OBbRIPNWLSe,2023-11-11,The REAL Reason Behind Amazon,Like Nastya,26,Howto & Style,2023-11-09T02:04:00.000Z,trending|food|living underground|style,3160495,135157,22779,58725,False,False,Watch this video about the algorithm. Subscribe for more!,AU
8tV5wAPGko1,2024-02-04,Why Famous YouTubers Changed Everything,Marvel,25,News & Politics,2024-02-03T17:55:00.000Z,surviving on $1|ai|news|learning a new language|youtube|amazon,2227544,45671,34125,53016,False,False,Watch this video about space. Subscribe for more!,AU
uBapoVB1iU4,2023-10-13,World's Cheapest Amazon,A24,15,Pets & Animals,2023-09-27T14:21:00.000Z,viral|trending|this experiment|pets,2666067,209064,38853,47342,False,False,Watch this video about ai. Subscribe for more!,IN
-EXxoXUsDGz,2022-03-05,Building this Experiment From Scratch,T-Series,10,Music,2022-02-06T18:37:00.000Z,living underground|trending|the government|history|the ocean|youtube|music|building a house|viral|swimming with sharks,5378818,595060,76584,129206,False,False,Watch this video about climate change. Subscribe for more!,DE
1qIlPxP1Hy6,2024-07-20,Building Music From Scratch,MKBHD,28,Science & Technology,2024-06-21T01:02:00.000Z,the ocean|trending|viral|climate change|science,6095421,550865,82367,207473,False,False,Watch this video about space. Subscribe for more!,CA
iLiG5jk7Hz_,2022-08-21,I Challenged AI,Gordon Ramsay,26,Howto & Style,2022-08-05T21:30:00.000Z,money|100 fans|howto|trending|youtube|the ocean|viral|breaking a world record|this experiment|science,2289517,193981,24867,30973,False,False,Watch this video about food. Subscribe for more!,GB
hEiM05XPHxc,2024-10-29,Building Money From Scratch,5-Minute Crafts,23,Comedy,2024-10-07T13:52:00.000Z,coding an app|eating only pizza|trending|music,3143410,75138,62279,71093,False,False,Watch this video about ai. Subscribe for more!,AU
PSuxjPq2Bxr,2024-04-16,I Challenged Science,Warner Music,10,Music,2024-04-07T06:00:00.000Z,breaking a world record|trending|learning a new language|the algorithm|youtube|this challenge,43962199,3420202,168282,230880,False,False,Watch this video about the government. Subscribe for more!,IN
fj7Beofcy-N,2023-11-25,Building the Government From Scratch,BTS,10,Music,2023-10-30T17:39:00.000Z,minecraft|viral|music|living underground,25340265,914119,611959,131393,False,False,Watch this video about youtube. Subscribe for more!,GB
JUJLw0o9Dza,2024-03-29,The Truth About the Algorithm,SETIndia,24,Entertainment,2024-03-17T21:25:00.000Z,viral|climate change|youtube|swimming with sharks|space|entertainment|trending|the internet,4082082,87914,73015,151735,False,False,Watch this video about youtube. Subscribe for more!,BR
qszVvJlunKl,2023-03-28,Rating Minecraft With my Friends,WWE,20,Gaming,2023-03-06T22:14:00.000Z,viral|breaking a world record|gaming|youtube|100 fans,14413056,797180,199702,425598,False,False,Watch this video about ai. Subscribe for more!,BR
F-6roKdZEIG,2022-03-28,How Space Actually Works,A24,28,Science & Technology,2022-02-28T15:23:00.000Z,minecraft|the internet|science|youtube|technology|eating only pizza|swimming with sharks,2706230,320786,60965,95819,False,False,Watch this video about money. Subscribe for more!,MX
iKogrpByj9j,2024-10-18,Reacting To Science,Veritasium,28,Science & Technology,2024-10-04T06:26:00.000Z,coding an app|this challenge|science|amazon|the internet|money|the algorithm|climate change|youtube|trending,3115377,328462,24023,35191,False,False,Watch this video about music. Subscribe for more!,DE
RFV4ysOjkZv,2023-06-12,I Challenged AI,Lofi Girl,10,Music,2023-05-31T00:26:00.000Z,music|the internet|youtube|trending|eating only pizza|amazon,11594344,434253,228726,202075,False,False,Watch this video about the ocean. Subscribe for more!,CA
fqjP4tpsOi1,2022-06-13,I Spent 1 Days Swimming with Sharks,CNN,25,News & Politics,2022-06-06T05:25:00.000Z,the algorithm|the ocean|coding an app|news|viral|trending|politics|breaking a world record|history,8430173,190829,88755,267867,False,False,Watch this video about ai. Subscribe for more!,BR
